,pricestr,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,Hybrid,area_list,old_new
291,$4300,chicago,chicago city,2007 toyota camry,,4 cylinders,,gas,11.626930236816412,,,automatic,,0,4300,8.3663702,2007,11,2.4533241,0,0,0,0,chicago,old
292,$1899,chicago,chicago city,2000 toyota camry,good,6 cylinders,,gas,16.83345794677734,,,automatic,,0,1899,7.549082799999999,2000,18,2.8233685,0,0,0,0,chicago,old
293,$9750,los angeles,San Fernando,2010 toyota camry,like new,4 cylinders,fwd,gas,4.6,white,full-size,automatic,sedan,0,9750,9.1850224,2010,8,1.5260563,0,0,0,0,los angeles,old
294,$3299,chicago,chicago S,1998 TOYOTA CAMRY LE,,4 cylinders,,gas,7.2075,grey,,automatic,sedan,1,3299,8.1013746,1998,20,1.9751221,1,0,0,0,chicago,old
295,$3200,chicago,chicago city,2000 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.0,silver,full-size,automatic,sedan,0,3200,8.0709057,2000,18,2.7080502999999996,1,0,1,0,chicago,old
296,$3499,chicago,chicago S,2001 TOYOTA CAMRY,,6 cylinders,,gas,8.0629,grey,,automatic,sedan,1,3499,8.1602325,2001,17,2.0872734,0,0,0,0,chicago,old
297,$3500,chicago,chicago city,2003 toyota camry solara convertible,excellent,4 cylinders,fwd,gas,14.6,white,,automatic,convertible,0,3500,8.1605186,2003,15,2.6810215,0,0,0,0,chicago,old
298,$2000,chicago,chicago suburbs,1999 toyota camry le,good,4 cylinders,fwd,gas,17.01991844177246,white,,automatic,,0,2000,7.6009025999999995,1999,19,2.8343844,1,0,0,0,chicago,old
299,$2400,chicago,chicago suburbs,2001 TOYOTA CAMRY,excellent,4 cylinders,fwd,gas,18.0,grey,full-size,automatic,sedan,0,2400,7.783224099999999,2001,17,2.8903717999999996,0,0,0,0,chicago,old
300,$1600,chicago,chicago city,1999 Toyota camry,,,,gas,17.01991844177246,,,automatic,,0,1600,7.377758999999999,1999,19,2.8343844,0,0,0,0,chicago,old
301,$6999,los angeles,LA san gabriel,2009 toyota camry le 4dr sedan,,,,gas,12.76,,,automatic,,0,6999,8.853522300000002,2009,9,2.5463152,1,0,1,0,los angeles,old
302,$800,chicago,chicago suburbs,1998 toyota camry,good,4 cylinders,fwd,gas,19.8,red,compact,automatic,,0,800,6.6846118,1998,20,2.985682,0,0,0,0,chicago,old
303,$13500,chicago,chicago city,2014 toyota camry,like new,,,gas,5.0,,,automatic,,0,13500,9.5104446,2014,4,1.6094378999999999,0,0,0,0,chicago,new
304,$5000,chicago,chicago suburbs,2006 toyota camry solara,good,,fwd,gas,12.8694,black,,automatic,,0,5000,8.517192800000002,2006,12,2.5548525,0,0,0,0,chicago,old
305,$2600,chicago,chicago city,2001 toyota camry solara,,4 cylinders,fwd,gas,16.201469421386722,,,automatic,coupe,0,2600,7.863266900000001,2001,17,2.7851019,0,0,0,0,chicago,old
306,$6500,chicago,chicago city,2009 Toyota camry,,,,gas,16.45036315917969,,,automatic,,0,6500,8.7795572,2009,9,2.8003476000000003,0,0,0,0,chicago,old
307,$11550,chicago,chicago W,2012 toyota camry se,excellent,4 cylinders,fwd,gas,4.2330000000000005,black,,automatic,,0,11550,9.3544407,2012,6,1.4429108999999998,0,0,1,0,chicago,new
308,$2450,los angeles,LA westside-southbay,2000 toyota camry le 4dr sedan,excellent,4 cylinders,fwd,gas,15.9126,green,mid-size,automatic,sedan,0,2450,7.8038435,2000,18,2.7671113,1,0,1,0,los angeles,old
309,$450,chicago,chicago N,1999 Toyota Camry,,4 cylinders,fwd,gas,15.3,,,automatic,,0,450,6.1092477,1999,19,2.7278528,0,0,0,0,chicago,old
310,$2700,chicago,chicago S,2003 toyota camry,,,,gas,23.0,,,automatic,,0,2700,7.9010072000000005,2003,15,3.1354942,0,0,0,0,chicago,old
311,$3980,chicago,chicago S,2002 toyota camry le,good,4 cylinders,fwd,gas,15.5987,silver,full-size,automatic,sedan,0,3980,8.2890368,2002,16,2.7471876,1,0,0,0,chicago,old
312,$2995,chicago,indiana NW,1999 toyota camry le,good,4 cylinders,fwd,gas,14.415,grey,mid-size,automatic,sedan,1,2995,8.0046997,1999,19,2.6682694,1,0,0,0,chicago,old
313,$3395,chicago,chicago suburbs,2005 toyota camry se sedan 4d,good,4 cylinders,fwd,gas,18.9,silver,full-size,automatic,,0,3395,8.1300592,2005,13,2.939162,0,0,1,0,chicago,old
314,$4000,chicago,chicago city,2005 toyota camry,good,4 cylinders,fwd,gas,22.0,red,mid-size,automatic,sedan,0,4000,8.294049300000001,2005,13,3.0910425,0,0,0,0,chicago,old
315,$1800,chicago,chicago city,1999 toyota camry,good,6 cylinders,fwd,gas,25.1925,white,mid-size,automatic,sedan,0,1800,7.4955419999999995,1999,19,3.2265463,0,0,0,0,chicago,old
316,$950,chicago,chicago N,1992 toyota camry,fair,4 cylinders,fwd,gas,18.5,silver,compact,automatic,coupe,0,950,6.856462,1992,26,2.9177706000000003,0,0,0,0,chicago,old
317,$1000,los angeles,LA long beach,1999 toyota camry xle,,,,gas,17.01991844177246,,,automatic,,0,1000,6.9077554,1999,19,2.8343844,0,1,0,0,los angeles,old
318,$2300,chicago,chicago city,2003 toyota camry,,,,gas,14.08167171478272,,,automatic,,0,2300,7.7406645,2003,15,2.6448741,0,0,0,0,chicago,old
319,$2200,chicago,chicago city,1999 1999 Toyota Camry,,,,gas,17.01991844177246,,,automatic,,0,2200,7.6962128,1999,19,2.8343844,0,0,0,0,chicago,old
320,$2500,chicago,chicago city,2003 toyota camry,,,,gas,14.08167171478272,,,automatic,,0,2500,7.8240460999999994,2003,15,2.6448741,0,0,0,0,chicago,old
321,$8000,los angeles,LA long beach,2012 Toyota Camry,,,,gas,8.304973602294924,,,automatic,,0,8000,8.987196899999999,2012,6,2.1168547,0,0,0,0,los angeles,new
322,$6800,chicago,chicago city,2009 Toyota Camry,,,,gas,16.45036315917969,,,automatic,,0,6800,8.8246775,2009,9,2.8003476000000003,0,0,0,0,chicago,old
323,$1000,chicago,chicago N,1998 toyota camry le,good,4 cylinders,fwd,gas,20.0,custom,full-size,automatic,sedan,0,1000,6.9077554,1998,20,2.9957323,1,0,0,0,chicago,old
324,$14994,chicago,chicago city,2015 TOYOTA CAMRY,,,fwd,gas,3.6154,white,,automatic,sedan,1,14994,9.615405099999998,2015,3,1.2852025,0,0,0,0,chicago,new
325,$9785,chicago,chicago W,2006 toyota camry solara convertible,excellent,6 cylinders,fwd,gas,7.5962,black,,automatic,,0,9785,9.188606300000002,2006,12,2.0276482,0,0,0,0,chicago,old
326,$1500,chicago,chicago S,1999 toyota camry le,excellent,4 cylinders,fwd,gas,17.01991844177246,,full-size,automatic,coupe,0,1500,7.3132205,1999,19,2.8343844,1,0,0,0,chicago,old
327,$9888,chicago,chicago city,2005 Toyota Camry Solara 2dr Cpe SPT V6 Auto (Natl),,6 cylinders,fwd,,5.6172,,,automatic,coupe,1,9888,9.199077599999999,2005,13,1.7258333,0,0,0,0,chicago,old
328,$17777,chicago,chicago city,2015 toyota camry xle,excellent,4 cylinders,fwd,gas,4.963212966918945,silver,,automatic,,1,17777,9.7856607,2015,3,1.6020533000000001,0,1,0,0,chicago,new
329,$8500,los angeles,San Fernando,2009 toyota camry,excellent,6 cylinders,fwd,gas,16.45036315917969,,,automatic,sedan,0,8500,9.047821,2009,9,2.8003476000000003,0,0,0,0,los angeles,old
330,$14593,chicago,chicago W,2016 Toyota Camry,,4 cylinders,fwd,gas,4.5484,black,,automatic,sedan,1,14593,9.5882969,2016,2,1.5147754999999998,0,0,0,0,chicago,new
331,$5499,chicago,chicago S,2003 TOYOTA CAMRY  SOLARA,,6 cylinders,,gas,15.7,black,,automatic,SUV,1,5499,8.6123219,2003,15,2.7536607,0,0,0,0,chicago,old
332,$2800,chicago,chicago S,2000 toyota camry solara,good,6 cylinders,fwd,gas,21.21,silver,mid-size,manual,coupe,0,2800,7.9373746,2000,18,3.0544727000000003,0,0,0,0,chicago,old
333,$10800,chicago,chicago N,2010 Toyota Camry se,,,,gas,14.663999557495119,,,automatic,,0,10800,9.2873011,2010,8,2.6853955000000003,0,0,1,0,chicago,old
334,$9750,los angeles,LA long beach,2010 toyota camry,like new,4 cylinders,fwd,gas,4.6,white,full-size,automatic,sedan,0,9750,9.1850224,2010,8,1.5260563,0,0,0,0,los angeles,old
335,$500,chicago,chicago city,2014 TOYOTA CAMRY,like new,4 cylinders,fwd,gas,4.791686534881592,black,full-size,automatic,sedan,1,500,6.2146082,2014,4,1.5668825000000002,0,0,0,0,chicago,new
336,$9499,chicago,chicago suburbs,2007 TOYOTA CAMRY,,4 cylinders,,gas,4.314,red,,automatic,sedan,1,9499,9.158942199999998,2007,11,1.4618655,0,0,0,0,chicago,old
337,$16450,los angeles,San Fernando,2014 Toyota Camry XLE,,,fwd,gas,2.23,black,,automatic,sedan,1,16450,9.7080803,2014,4,0.8020016,0,1,0,0,los angeles,new
338,$2500,los angeles,LA san gabriel,1999 toyota camry,,,,gas,17.01991844177246,,,automatic,,0,2500,7.8240460999999994,1999,19,2.8343844,0,0,0,0,los angeles,old
339,$3000,los angeles,San Fernando,2001 toyota camry solara,,,,gas,12.0,,,automatic,,0,3000,8.0063677,2001,17,2.4849067000000002,0,0,0,0,los angeles,old
340,$5800,los angeles,central LA,2005 Toyota Camry LE,excellent,4 cylinders,,gas,14.384251594543462,,,automatic,sedan,0,5800,8.6656132,2005,13,2.6661339,1,0,0,0,los angeles,old
341,$13000,los angeles,LA long beach,2014 toyota camry se,good,4 cylinders,fwd,gas,6.6,silver,compact,automatic,sedan,0,13000,9.4727049,2014,4,1.8870697,0,0,1,0,los angeles,new
342,$5000,los angeles,LA san gabriel,2005 toyota camry,good,,,gas,10.0,black,,automatic,,0,5000,8.517192800000002,2005,13,2.3025851000000004,0,0,0,0,los angeles,old
343,$6995,los angeles,central LA,2006 Toyota Camry Solara SE,,,fwd,gas,11.2426,blue,,automatic,coupe,1,6995,8.852951,2006,12,2.4197102000000004,0,0,1,0,los angeles,old
344,$11995,los angeles,San Fernando,2012 toyota Camry LE,like new,4 cylinders,fwd,gas,4.8894,grey,mid-size,automatic,sedan,0,11995,9.3922453,2012,6,1.5870696000000002,1,0,0,0,los angeles,new
345,$1299,los angeles,LA san gabriel,2000 Toyota Camry,,,,gas,16.83345794677734,,,automatic,,0,1299,7.169350099999999,2000,18,2.8233685,0,0,0,0,los angeles,old
346,$2500,los angeles,LA westside-southbay,2001 toyota camry ce,excellent,,,gas,16.201469421386722,,,automatic,,0,2500,7.8240460999999994,2001,17,2.7851019,0,0,0,0,los angeles,old
347,$2500,los angeles,North LA county,2003 toyota camry,,4 cylinders,,gas,17.5,,,automatic,,0,2500,7.8240460999999994,2003,15,2.8622009999999998,0,0,0,0,los angeles,old
348,$7600,los angeles,central LA,2009 toyota camry,excellent,4 cylinders,,gas,8.1,,,automatic,,0,7600,8.9359035,2009,9,2.0918641,0,0,0,0,los angeles,old
349,$2500,los angeles,LA westside-southbay,2001 toyota camry ce,excellent,,,gas,16.201469421386722,,,automatic,sedan,0,2500,7.8240460999999994,2001,17,2.7851019,0,0,0,0,los angeles,old
350,$6000,los angeles,central LA,2007 toyota camry,like new,6 cylinders,,gas,11.1465,,,automatic,,0,6000,8.6995144,2007,11,2.4111257,0,0,0,0,los angeles,old
351,$7595,los angeles,central LA,2009 toyota camry,like new,,,gas,8.1,,,automatic,,0,7595,8.9352455,2009,9,2.0918641,0,0,0,0,los angeles,old
352,$400,los angeles,North LA county,1999 toyota camry,good,4 cylinders,rwd,gas,20.0,brown,,automatic,sedan,0,400,5.9914646,1999,19,2.9957323,0,0,0,0,los angeles,old
353,$7995,los angeles,San Fernando,2011 TOYOTA CAMRY,,,fwd,other,13.1611,red,,automatic,sedan,1,7995,8.9865713,2011,7,2.5772654999999998,0,0,0,0,los angeles,new
354,$1055,los angeles,LA westside-southbay,2005 Toyota Camry,excellent,6 cylinders,fwd,gas,14.384251594543462,white,full-size,automatic,sedan,0,1055,6.961296099999999,2005,13,2.6661339,0,0,0,0,los angeles,old
355,$4500,los angeles,LA long beach,2010 toyota camry se 4dr sedan,,,,gas,14.663999557495119,,,automatic,,0,4500,8.4118328,2010,8,2.6853955000000003,0,0,1,0,los angeles,old
356,$3400,los angeles,LA san gabriel,2005 toyota camry,,,,gas,14.384251594543462,,,automatic,,0,3400,8.1315308,2005,13,2.6661339,0,0,0,0,los angeles,old
357,$6999,los angeles,San Fernando,2008 Toyota Camry,excellent,4 cylinders,,gas,12.54811191558838,,,automatic,,0,6999,8.853522300000002,2008,10,2.5295701,0,0,0,0,los angeles,old
358,$3800,los angeles,LA long beach,2005 Toyota Camry Le,good,4 cylinders,fwd,gas,15.1352,silver,mid-size,automatic,sedan,0,3800,8.2427559,2005,13,2.7170231,0,0,0,0,los angeles,old
359,$2700,los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,,gas,16.83345794677734,brown,full-size,automatic,sedan,0,2700,7.9010072000000005,2000,18,2.8233685,0,0,0,0,los angeles,old
360,$1000,los angeles,LA westside-southbay,2003 toyota camry xle,like new,4 cylinders,fwd,gas,14.08167171478272,white,full-size,automatic,sedan,0,1000,6.9077554,2003,15,2.6448741,0,1,0,0,los angeles,old
361,$1060,los angeles,LA westside-southbay,2004 Toyota Camry Le,excellent,6 cylinders,fwd,gas,15.408045768737788,white,full-size,automatic,,0,1060,6.9660244,2004,14,2.7348897,0,0,0,0,los angeles,old
362,$10995,los angeles,San Fernando,2013 Toyota Camry SE,excellent,4 cylinders,,gas,7.531633377075195,,,automatic,,0,10995,9.305195800000002,2013,5,2.0191119,0,0,1,0,los angeles,new
363,$7899,los angeles,central LA,2009 toyota camry,,,,gas,16.45036315917969,,,automatic,,0,7899,8.9744911,2009,9,2.8003476000000003,0,0,0,0,los angeles,old
364,$6000,los angeles,San Fernando,2007 toyota camry,like new,6 cylinders,,gas,11.626930236816412,,,automatic,,0,6000,8.6995144,2007,11,2.4533241,0,0,0,0,los angeles,old
365,$2500,los angeles,central LA,2004 toyota camry,good,,,gas,15.408045768737788,,,automatic,,0,2500,7.8240460999999994,2004,14,2.7348897,0,0,0,0,los angeles,old
366,$8000,los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,11.1,,,automatic,,0,8000,8.987196899999999,2011,7,2.406945,0,0,0,0,los angeles,new
367,$3000,los angeles,LA westside-southbay,2002 toyota camry,excellent,,,gas,14.32672119140625,,,automatic,,0,3000,8.0063677,2002,16,2.6621262999999997,0,0,0,0,los angeles,old
368,$2500,los angeles,San Fernando,2003 Toyota camry,,4 cylinders,,gas,14.08167171478272,,,automatic,,0,2500,7.8240460999999994,2003,15,2.6448741,0,0,0,0,los angeles,old
369,$3800,los angeles,LA long beach,2005 Toyota Camry,good,4 cylinders,fwd,gas,15.1352,silver,mid-size,automatic,sedan,0,3800,8.2427559,2005,13,2.7170231,0,0,0,0,los angeles,old
370,$4900,los angeles,central LA,2007 TOYOTA CAMRY LE,excellent,4 cylinders,fwd,gas,18.3138,blue,mid-size,automatic,sedan,0,4900,8.496990199999999,2007,11,2.9076548,1,0,0,0,los angeles,old
371,$2500,los angeles,LA westside-southbay,2002 Toyota Camry LE,good,,,gas,14.32672119140625,,,automatic,,0,2500,7.8240460999999994,2002,16,2.6621262999999997,1,0,0,0,los angeles,old
372,$6500,los angeles,San Fernando,2007 Toyota Camry LE,excellent,4 cylinders,fwd,gas,10.169,silver,mid-size,automatic,sedan,0,6500,8.7795572,2007,11,2.3193438,1,0,0,0,los angeles,old
373,$12700,los angeles,LA long beach,2016 toyota camry,,,,gas,4.249044418334962,,,automatic,,0,12700,9.449357000000001,2016,2,1.4466941,0,0,0,0,los angeles,new
374,$2500,los angeles,central LA,2001 Toyota camry le,,,,gas,16.201469421386722,,,automatic,,0,2500,7.8240460999999994,2001,17,2.7851019,1,0,0,0,los angeles,old
375,$2400,los angeles,central LA,2003 toyota camry,,,,gas,14.08167171478272,,,automatic,,0,2400,7.783224099999999,2003,15,2.6448741,0,0,0,0,los angeles,old
376,$9500,los angeles,LA long beach,2014 toyota camry se 4dr sedan,,,,gas,4.791686534881592,,,automatic,,0,9500,9.159047099999999,2014,4,1.5668825000000002,0,0,1,0,los angeles,new
377,$3300,los angeles,San Fernando,2001 toyota camry le,excellent,4 cylinders,,gas,13.3,grey,,automatic,,0,3300,8.1016779,2001,17,2.587764,1,0,0,0,los angeles,old
378,$10300,los angeles,central LA,2014 Toyota Camry Se,,,,gas,2.6942,,,automatic,,0,10300,9.2398996,2014,4,0.99110132,0,0,0,0,los angeles,new
379,$600,los angeles,central LA,1994 toyota camry le,good,,,gas,20.4159,red,mid-size,automatic,,0,600,6.3969297,1994,24,3.016314,1,0,0,0,los angeles,old
380,$4800,los angeles,San Fernando,2006 Toyota camry,,,,gas,10.5,,,automatic,,0,4800,8.476370800000002,2006,12,2.3513752999999995,0,0,0,0,los angeles,old
381,$4900,los angeles,central LA,2007 toyota camry le 4dr sedan,excellent,4 cylinders,fwd,gas,13.8183,blue,mid-size,automatic,sedan,0,4900,8.496990199999999,2007,11,2.6259937,1,0,1,0,los angeles,old
382,$2300,los angeles,San Fernando,2006 Toyota Camry,like new,4 cylinders,,gas,12.66718101501465,grey,full-size,automatic,sedan,0,2300,7.7406645,2006,12,2.5390146000000002,0,0,0,0,los angeles,old
383,$4999,los angeles,central LA,2008 Toyota camry,good,4 cylinders,,gas,15.0,black,full-size,automatic,sedan,0,4999,8.5169935,2008,10,2.7080502999999996,0,0,0,0,los angeles,old
384,$6000,los angeles,LA long beach,2007 toyota camry,like new,6 cylinders,,gas,11.626930236816412,,,automatic,,0,6000,8.6995144,2007,11,2.4533241,0,0,0,0,los angeles,old
385,$9000,los angeles,San Fernando,2005 Toyota Camry or Prius,,,,gas,14.384251594543462,,,automatic,,0,9000,9.1049795,2005,13,2.6661339,0,0,0,0,los angeles,old
386,$11900,los angeles,central LA,2015 Toyota Camry Se,,,,gas,3.5007,,,automatic,,0,11900,9.3842936,2015,3,1.2529629,0,0,0,0,los angeles,new
387,$3900,los angeles,central LA,2000 Toyota Camry,good,4 cylinders,fwd,gas,12.0,white,compact,automatic,sedan,0,3900,8.2687321,2000,18,2.4849067000000002,0,0,0,0,los angeles,old
388,$2500,los angeles,central LA,1998 toyota camry,good,,,gas,16.82425880432129,,,automatic,,0,2500,7.8240460999999994,1998,20,2.8228218999999997,0,0,0,0,los angeles,old
389,$7500,los angeles,central LA,2009 toyota camry,excellent,4 cylinders,,gas,8.1,,,automatic,,0,7500,8.922658,2009,9,2.0918641,0,0,0,0,los angeles,old
390,$1000,los angeles,central LA,2012 toyota camry,,,,gas,8.304973602294924,,,automatic,,0,1000,6.9077554,2012,6,2.1168547,0,0,0,0,los angeles,new
391,$550,los angeles,LA san gabriel,1993 toyota camry,,,,gas,31.95,,,automatic,,0,550,6.3099184,1993,25,3.4641721,0,0,0,0,los angeles,old
392,$1000,los angeles,North LA county,1994 toyota camry,good,4 cylinders,fwd,gas,17.54897499084473,black,compact,automatic,sedan,0,1000,6.9077554,1994,24,2.8649955,0,0,0,0,los angeles,old
393,$11400,los angeles,LA long beach,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,11.5629,,compact,automatic,sedan,0,11400,9.341368699999999,2015,3,2.4478016,0,0,1,0,los angeles,new
394,$8300,los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,fwd,gas,8.48,green,full-size,automatic,,0,8300,9.024010699999998,2007,11,2.1377102999999997,0,0,0,0,los angeles,old
395,$7600,los angeles,central LA,2009 toyota camry le,excellent,,,gas,16.45036315917969,,,automatic,,0,7600,8.9359035,2009,9,2.8003476000000003,1,0,0,0,los angeles,old
396,$1500,los angeles,LA westside-southbay,2007 Toyota Camry XLE,like new,,fwd,gas,11.626930236816412,,full-size,automatic,sedan,0,1500,7.3132205,2007,11,2.4533241,0,1,0,0,los angeles,old
397,$3950,los angeles,LA westside-southbay,2006 toyota camry solara,good,6 cylinders,fwd,gas,16.4213,blue,mid-size,automatic,coupe,0,3950,8.2814713,2006,12,2.7985792000000003,0,0,0,0,los angeles,old
398,$12100,los angeles,central LA,2015 Toyota Camry,,,,gas,3.4306,,,automatic,,0,12100,9.4009609,2015,3,1.2327351999999998,0,0,0,0,los angeles,new
399,$1200,los angeles,San Fernando,1996 Toyota Camry,good,4 cylinders,fwd,gas,21.9,,,automatic,,0,1200,7.0900769,1996,22,3.0864866,0,0,0,0,los angeles,old
400,$13600,los angeles,San Fernando,2014 Toyota Camry SE,,,,gas,5.25,,,automatic,,0,13600,9.5178251,2014,4,1.6582279999999998,0,0,1,0,los angeles,new
401,$1500,los angeles,San Fernando,1995 toyota camry,,,,gas,20.04253387451172,,,automatic,,0,1500,7.3132205,1995,23,2.9978566000000004,0,0,0,0,los angeles,old
402,$2500,los angeles,central LA,2003 toyota camry,good,,,gas,17.5,,,automatic,,0,2500,7.8240460999999994,2003,15,2.8622009999999998,0,0,0,0,los angeles,old
403,$2500,los angeles,LA westside-southbay,2001 Toyota Camry ce,excellent,,,gas,16.201469421386722,,,automatic,,0,2500,7.8240460999999994,2001,17,2.7851019,0,0,0,0,los angeles,old
404,$2700,los angeles,central LA,2000 toyota camry,excellent,4 cylinders,,gas,16.83345794677734,brown,full-size,automatic,sedan,0,2700,7.9010072000000005,2000,18,2.8233685,0,0,0,0,los angeles,old
405,$2500,los angeles,San Fernando,2003 toyota camry,,,,gas,14.08167171478272,,,automatic,,0,2500,7.8240460999999994,2003,15,2.6448741,0,0,0,0,los angeles,old
406,$1068,los angeles,LA westside-southbay,2005 toyota camry xle,excellent,6 cylinders,fwd,gas,14.384251594543462,white,full-size,automatic,sedan,0,1068,6.9735432,2005,13,2.6661339,0,1,0,0,los angeles,old
407,$6995,los angeles,San Fernando,2007 toyota camry ce,,4 cylinders,,gas,11.626930236816412,black,,automatic,sedan,1,6995,8.852951,2007,11,2.4533241,0,0,0,0,los angeles,old
408,$1000,los angeles,San Fernando,2005 toyota camry,,,,gas,14.384251594543462,,,automatic,,0,1000,6.9077554,2005,13,2.6661339,0,0,0,0,los angeles,old
409,$5500,los angeles,LA san gabriel,2010 TOYOTA CAMRY,good,4 cylinders,,gas,16.0,,,automatic,,0,5500,8.6125031,2010,8,2.7725887000000005,0,0,0,0,los angeles,old
410,$7500,los angeles,San Fernando,2012 toyota camry le,excellent,4 cylinders,fwd,diesel,8.304973602294924,,,automatic,sedan,0,7500,8.922658,2012,6,2.1168547,1,0,0,0,los angeles,new
411,$1650,los angeles,San Fernando,1995 toyota Camry Le,fair,4 cylinders,fwd,gas,27.1,blue,compact,automatic,sedan,0,1650,7.4085307,1995,23,3.2995337999999994,0,0,0,0,los angeles,old
412,$16995,los angeles,San Fernando,2016 TOYOTA CAMRY,,,fwd,other,3.9373,white,,automatic,sedan,1,16995,9.740674,2016,2,1.3704952,0,0,0,0,los angeles,new
413,$500,los angeles,LA westside-southbay,2000 toyota camry solara,,6 cylinders,fwd,gas,25.6,white,,automatic,coupe,0,500,6.2146082,2000,18,3.2425923,0,0,0,0,los angeles,old
414,$3300,los angeles,central LA,2012 Toyota Camry,like new,4 cylinders,fwd,gas,8.304973602294924,,,automatic,,0,3300,8.1016779,2012,6,2.1168547,0,0,0,0,los angeles,new
415,$3799,los angeles,LA san gabriel,2004 toyota camry xle,,,,gas,11.325,,,automatic,,1,3799,8.2424936,2004,14,2.4270127,0,1,0,0,los angeles,old
416,$6990,los angeles,LA westside-southbay,2007 toyota camry,like new,4 cylinders,,gas,12.4,silver,compact,automatic,sedan,0,6990,8.8522358,2007,11,2.5176964,0,0,0,0,los angeles,old
417,$1600,los angeles,LA long beach,2001 Toyota Camry,excellent,4 cylinders,fwd,gas,22.5,custom,,automatic,sedan,0,1600,7.377758999999999,2001,17,3.1135154,0,0,0,0,los angeles,old
418,$11400,los angeles,central LA,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,11.5629,,compact,automatic,sedan,0,11400,9.341368699999999,2015,3,2.4478016,0,0,1,0,los angeles,new
419,$7000,los angeles,LA san gabriel,2007 toyota camry le,excellent,4 cylinders,fwd,gas,10.4,white,full-size,automatic,sedan,0,7000,8.8536654,2007,11,2.3418057,1,0,0,0,los angeles,old
420,$1000,los angeles,San Fernando,1997 toyota camry,good,4 cylinders,fwd,gas,18.7007999420166,black,mid-size,automatic,sedan,0,1000,6.9077554,1997,21,2.9285662,0,0,0,0,los angeles,old
421,$3000,los angeles,central LA,1998 toyota camry,good,4 cylinders,fwd,gas,15.8,green,compact,automatic,sedan,0,3000,8.0063677,1998,20,2.76001,0,0,0,0,los angeles,old
422,$3850,los angeles,LA westside-southbay,2006 toyota camry solara,like new,6 cylinders,,gas,16.4,,,automatic,coupe,0,3850,8.255828900000001,2006,12,2.7972813,0,0,0,0,los angeles,old
423,$5000,los angeles,LA westside-southbay,2007 toyota camry solara convertible,good,6 cylinders,,gas,12.0,grey,mid-size,automatic,convertible,0,5000,8.517192800000002,2007,11,2.4849067000000002,0,0,0,0,los angeles,old
424,$12888,los angeles,LA san gabriel,2015 Toyota Camry LE,good,4 cylinders,fwd,gas,4.4,white,mid-size,automatic,sedan,1,12888,9.4640522,2015,3,1.4816046,1,0,0,0,los angeles,new
425,$2599,los angeles,LA long beach,2000 Toyota Camry LE,excellent,4 cylinders,fwd,gas,18.6528,,mid-size,automatic,sedan,0,2599,7.862882099999999,2000,18,2.9259963,1,0,0,0,los angeles,old
426,$2400,los angeles,LA westside-southbay,2001 Toyota Camry,good,4 cylinders,,gas,13.5,,,automatic,,0,2400,7.783224099999999,2001,17,2.6026897,0,0,0,0,los angeles,old
427,$5900,los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,,gas,11.8,,,automatic,,0,5900,8.682707800000001,2007,11,2.4680996,0,0,0,0,los angeles,old
428,$1500,los angeles,LA westside-southbay,1997 Toyota camry,good,4 cylinders,fwd,gas,19.756,green,compact,automatic,coupe,0,1500,7.3132205,1997,21,2.9834572999999995,0,0,0,0,los angeles,old
429,$14988,los angeles,LA san gabriel,2015 TOYOTA CAMRY,,,fwd,gas,5.5096,,,automatic,sedan,1,14988,9.615005499999999,2015,3,1.7064921000000002,0,0,0,0,los angeles,new
430,$9000,los angeles,LA long beach,2014 toyota camry le 4dr sedan,,,,gas,4.791686534881592,,,automatic,,0,9000,9.1049795,2014,4,1.5668825000000002,1,0,1,0,los angeles,new
431,$15800,los angeles,LA san gabriel,2016 Toyota Camry LE,excellent,4 cylinders,,gas,4.249044418334962,,,automatic,,0,15800,9.667765600000001,2016,2,1.4466941,1,0,0,0,los angeles,new
432,$18500,los angeles,LA westside-southbay,2017 toyota camry se,like new,4 cylinders,fwd,gas,0.5,grey,full-size,automatic,sedan,0,18500,9.825526199999999,2017,1,-0.69314718,0,0,1,0,los angeles,new
433,$3500,los angeles,LA san gabriel,2002 toyota camry le,fair,4 cylinders,fwd,gas,6.6354,silver,full-size,automatic,sedan,0,3500,8.1605186,2002,16,1.8924189999999999,1,0,0,0,los angeles,old
434,$90002,los angeles,San Fernando,2003 Toyota Camry Xle,,,,gas,14.08167171478272,,,automatic,,0,90002,11.407587,2003,15,2.6448741,0,0,0,0,los angeles,old
435,$6500,los angeles,San Fernando,2010 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.3,white,full-size,automatic,sedan,0,6500,8.7795572,2010,8,2.7278528,1,0,1,0,los angeles,old
436,$8300,los angeles,LA san gabriel,2007 Toyota camry,,,,gas,11.8,,,automatic,,0,8300,9.024010699999998,2007,11,2.4680996,0,0,0,0,los angeles,old
